timestamp,ecg_value
1745749181635,342
1745749181639,341
1745749181647,341
1745749181651,342
1745749181655,342
1745749181659,342
1745749181668,342
1745749181672,343
1745749181676,343
1745749181680,344
1745749181688,344
1745749181692,344
1745749181696,344
1745749181701,343
1745749181708,342
1745749181713,341
1745749181717,339
1745749181725,335
1745749181729,333
1745749181733,332
1745749181737,329
1745749181745,324
1745749181750,322
1745749181754,322
1745749181758,320
1745749181766,321
1745749181770,324
1745749181774,325
1745749181782,326
1745749181786,326
1745749181791,326
1745749181795,322
1745749181803,323
1745749181807,327
1745749181811,327
1745749181815,324
1745749181823,326
1745749181827,328
1745749181831,330
1745749181839,329
1745749181844,328
1745749181848,331
1745749181852,330
1745749181860,332
1745749181864,334
1745749181868,333
1745749181872,332
1745749181880,332
1745749181884,334
1745749181889,337
1745749181897,335
1745749181901,333
1745749181905,336
1745749181909,340
1745749181918,340
1745749181922,337
1745749181926,336
1745749181930,339
1745749181938,341
1745749181942,344
1745749181946,342
1745749181954,340
1745749181958,338
1745749181962,336
1745749181967,334
1745749181975,336
1745749181979,337
1745749181983,341
1745749181987,345
1745749181995,347
1745749181999,350
1745749182003,353
1745749182007,357
1745749182016,361
1745749182020,359
1745749182024,352
1745749182032,347
1745749182036,343
1745749182040,343
1745749182044,346
1745749182052,348
1745749182057,347
1745749182061,346
1745749182065,347
1745749182073,348
1745749182077,345
1745749182081,334
1745749182089,318
1745749182093,317
1745749182097,345
1745749182102,402
1745749182110,466
1745749182114,506
1745749182118,478
1745749182122,405
1745749182130,363
1745749182134,364
1745749182139,378
1745749182147,373
1745749182151,350
1745749182155,335
1745749182159,335
1745749182167,338
1745749182171,338
1745749182175,336
1745749182179,332
1745749182188,333
1745749182192,336
1745749182196,339
1745749182204,340
1745749182208,340
1745749182213,339
1745749182217,339
1745749182225,339
1745749182229,339
1745749182233,342
1745749182237,340
1745749182245,338
1745749182249,342
1745749182253,342
1745749182258,341
1745749182266,342
1745749182270,341
1745749182274,341
1745749182282,343
1745749182286,346
1745749182290,346
1745749182294,346
1745749182303,347
1745749182307,349
1745749182311,351
1745749182315,354
1745749182323,356
1745749182327,359
1745749182331,361
1745749182339,361
1745749182343,362
1745749182348,359
1745749182351,360
1745749182360,361
1745749182364,356
1745749182368,350
1745749182372,347
1745749182380,344
1745749182384,342
1745749182388,341
1745749182397,339
1745749182401,338
1745749182405,335
1745749182409,336
1745749182417,340
1745749182421,340
1745749182425,339
1745749182429,335
1745749182437,335
1745749182442,338
1745749182446,340
1745749182454,341
1745749182458,342
1745749182462,341
1745749182466,340
1745749182474,340
1745749182479,339
1745749182483,336
1745749182487,337
1745749182495,337
1745749182499,340
1745749182503,341
1745749182511,340
1745749182515,338
1745749182519,338
1745749182524,343
1745749182532,344
1745749182536,342
1745749182540,342
1745749182544,340
1745749182552,340
1745749182556,342
1745749182560,339
1745749182565,338
1745749182572,342
1745749182577,343
1745749182581,341
1745749182589,341
1745749182593,343
1745749182597,342
1745749182601,340
1745749182609,341
1745749182614,340
1745749182618,340
1745749182622,340
1745749182630,341
1745749182634,340
1745749182638,337
1745749182646,341
1745749182651,345
1745749182654,345
1745749182659,342
1745749182667,340
1745749182671,342
1745749182675,343
1745749182679,343
1745749182688,341
1745749182692,341
1745749182696,341
1745749182704,339
1745749182708,338
1745749182712,337
1745749182716,334
1745749182724,328
1745749182728,324
1745749182733,329
1745749182737,336
1745749182745,340
1745749182749,343
1745749182753,347
1745749182761,352
1745749182765,355
1745749182770,351
1745749182773,349
1745749182781,344
1745749182786,338
1745749182790,333
1745749182794,331
1745749182802,332
1745749182806,333
1745749182810,334
1745749182815,335
1745749182823,338
1745749182827,340
1745749182831,334
1745749182839,321
1745749182843,305
1745749182847,308
1745749182851,346
1745749182859,413
1745749182863,481
1745749182868,528
1745749182872,493
1745749182880,404
1745749182884,350
1745749182888,351
1745749182896,370
1745749182900,367
1745749182904,344
1745749182908,328
1745749182917,326
1745749182921,328
1745749182925,328
1745749182929,328
1745749182937,328
1745749182941,328
1745749182945,326
1745749182954,328
1745749182958,334
1745749182962,333
1745749182966,332
1745749182974,332
1745749182978,330
1745749182982,330
1745749182987,332
1745749182995,333
1745749182999,333
1745749183003,333
1745749183011,335
1745749183015,337
1745749183019,337
1745749183023,337
1745749183031,337
1745749183036,342
1745749183040,349
1745749183044,350
1745749183052,351
1745749183056,352
1745749183060,354
1745749183068,359
1745749183072,363
1745749183076,365
1745749183080,366
1745749183089,366
1745749183093,365
1745749183097,366
1745749183101,370
1745749183109,370
1745749183113,367
1745749183118,361
1745749183122,355
1745749183130,350
1745749183134,347
1745749183138,344
1745749183146,340
1745749183150,337
1745749183154,336
1745749183158,333
1745749183167,333
1745749183171,333
1745749183175,332
1745749183179,329
1745749183187,330
1745749183191,335
1745749183195,337
1745749183203,331
1745749183207,328
1745749183212,330
1745749183216,331
1745749183224,329
1745749183228,329
1745749183232,331
1745749183236,330
1745749183245,328
1745749183249,326
1745749183253,327
1745749183261,329
1745749183265,329
1745749183269,329
1745749183273,332
1745749183281,333
1745749183285,334
1745749183289,333
1745749183293,332
1745749183302,331
1745749183306,331
1745749183310,332
1745749183318,333
1745749183322,335
1745749183326,336
1745749183331,335
1745749183339,338
1745749183343,338
1745749183347,337
1745749183351,337
1745749183359,338
1745749183363,337
1745749183367,336
1745749183375,334
1745749183380,333
1745749183384,333
1745749183388,334
1745749183396,335
1745749183400,334
1745749183404,334
1745749183408,334
1745749183417,333
1745749183421,333
1745749183425,336
1745749183429,335
1745749183437,335
1745749183441,334
1745749183445,334
1745749183453,333
1745749183457,332
1745749183462,333
1745749183466,334
1745749183474,336
1745749183478,336
1745749183482,336
1745749183486,333
1745749183494,333
1745749183499,336
1745749183503,337
1745749183511,336
1745749183515,335
1745749183519,334
1745749183523,334
1745749183531,333
1745749183535,334
1745749183539,333
1745749183543,332
1745749183552,332
1745749183556,334
1745749183560,334
1745749183568,333
1745749183572,333
1745749183576,335
1745749183580,335
1745749183588,335
1745749183593,335
1745749183597,336
1745749183601,334
1745749183609,333
1745749183613,333
1745749183617,332
1745749183626,330
1745749183629,329
1745749183634,332
1745749183638,336
1745749183646,342
1745749183650,348
1745749183654,351
1745749183658,353
1745749183666,351
1745749183670,349
1745749183674,346
1745749183679,343
1745749183687,339
1745749183691,333
1745749183695,330
1745749183703,330
1745749183707,332
1745749183711,331
1745749183716,329
1745749183724,328
1745749183728,329
1745749183732,329
1745749183736,320
1745749183744,302
1745749183748,296
1745749183752,323
1745749183761,389
1745749183764,464
1745749183769,529
1745749183773,518
1745749183781,426
1745749183785,349
1745749183789,337
1745749183793,360
1745749183802,366
1745749183805,345
1745749183810,324
1745749183818,318
1745749183822,319
1745749183826,321
1745749183830,319
1745749183838,318
1745749183842,320
1745749183847,321
1745749183851,320
1745749183859,320
1745749183863,321
1745749183867,324
1745749183875,325
1745749183879,326
1745749183884,328
1745749183887,328
1745749183895,329
1745749183900,329
1745749183904,330
1745749183908,331
1745749183916,332
1745749183920,333
1745749183924,334
1745749183933,336
1745749183937,338
1745749183941,340
1745749183945,341
1745749183953,343
1745749183957,346
1745749183961,348
1745749183965,352
1745749183973,355
1745749183977,357
1745749183981,357
1745749183986,357
1745749183994,360
1745749183998,362
1745749184002,362
1745749184010,361
1745749184014,360
1745749184019,354
1745749184023,349
1745749184031,345
1745749184035,341
1745749184039,335
1745749184043,334
1745749184051,331
1745749184055,328
1745749184060,327
1745749184068,327
1745749184072,327
1745749184076,327
1745749184080,325
1745749184088,325
1745749184092,326
1745749184097,328
1745749184100,329
1745749184108,329
1745749184113,328
1745749184117,326
1745749184125,329
1745749184129,332
1745749184133,331
1745749184137,329
1745749184145,328
1745749184149,325
1745749184154,326
1745749184158,324
1745749184166,327
1745749184170,328
1745749184174,326
1745749184182,323
1745749184186,325
1745749184190,326
1745749184195,326
1745749184203,325
1745749184207,324
1745749184211,324
1745749184215,325
1745749184223,327
1745749184227,327
1745749184231,328
1745749184235,328
1745749184244,326
1745749184248,326
1745749184252,328
1745749184260,328
1745749184264,327
1745749184268,326
1745749184272,327
1745749184280,331
1745749184285,330
1745749184289,328
1745749184293,327
1745749184301,327
1745749184305,328
1745749184309,330
1745749184317,332
1745749184321,332
1745749184325,332
1745749184330,330
1745749184338,330
1745749184342,331
1745749184346,332
1745749184350,330
1745749184358,331
1745749184362,333
1745749184366,333
1745749184375,331
1745749184379,330
1745749184383,330
1745749184387,332
1745749184395,335
1745749184399,334
1745749184403,333
1745749184407,331
1745749184416,330
1745749184420,329
1745749184424,328
1745749184432,326
1745749184436,322
1745749184440,320
1745749184444,320
1745749184452,320
1745749184457,315
1745749184461,312
1745749184465,316
1745749184473,320
1745749184477,328
1745749184481,335
1745749184489,338
1745749184493,339
1745749184497,339
1745749184502,338
1745749184510,337
1745749184514,336
1745749184518,329
1745749184522,321
1745749184530,317
1745749184534,319
1745749184538,321
1745749184543,322
1745749184551,323
1745749184555,321
1745749184559,320
1745749184567,319
1745749184571,314
1745749184575,302
1745749184579,289
1745749184588,301
1745749184592,355
1745749184596,435
1745749184600,513
1745749184608,551
1745749184612,478
1745749184616,370
1745749184624,324
1745749184629,340
1745749184633,362
1745749184637,352
1745749184645,327
1745749184649,314
1745749184653,314
1745749184657,316
1745749184665,317
1745749184670,317
1745749184674,314
1745749184682,314
1745749184686,316
1745749184690,317
1745749184694,317
1745749184702,318
1745749184706,319
1745749184710,319
1745749184715,320
1745749184723,321
1745749184727,322
1745749184731,322
1745749184739,323
1745749184743,326
1745749184747,328
1745749184751,328
1745749184760,328
1745749184764,329
1745749184768,332
1745749184772,335
1745749184780,337
1745749184784,340
1745749184788,343
1745749184797,346
1745749184801,350
1745749184805,355
1745749184809,360
1745749184817,363
1745749184821,364
1745749184825,366
1745749184829,367
1745749184837,366
1745749184842,364
1745749184846,360
1745749184850,355
1745749184858,348
1745749184862,342
1745749184866,337
1745749184874,332
1745749184878,329
1745749184882,328
1745749184887,326
1745749184895,323
1745749184899,322
1745749184903,323
1745749184907,323
1745749184915,322
1745749184919,323
1745749184923,324
1745749184932,324
1745749184936,323
1745749184940,322
1745749184944,323
1745749184952,322
1745749184957,322
1745749184960,322
1745749184965,324
1745749184973,324
1745749184977,323
1745749184981,323
1745749184989,325
1745749184993,326
1745749184997,325
1745749185001,326
1745749185009,326
1745749185014,327
1745749185018,330
1745749185022,333
1745749185030,333
1745749185034,333
1745749185038,334
1745749185046,333
1745749185050,333
1745749185054,333
1745749185059,333
1745749185067,333
1745749185071,333
1745749185075,333
1745749185079,334
1745749185087,334
1745749185091,334
1745749185095,332
1745749185100,334
1745749185108,335
1745749185112,335
1745749185116,336
1745749185124,336
1745749185128,336
1745749185132,334
1745749185136,333
1745749185145,334
1745749185149,334
1745749185153,333
1745749185157,334
1745749185165,335
1745749185169,334
1745749185173,334
1745749185181,333
1745749185186,333
1745749185190,335
1745749185194,335
1745749185202,335
1745749185206,333
1745749185211,332
1745749185214,333
1745749185222,333
1745749185227,332
1745749185231,333
1745749185239,333
1745749185243,332
1745749185247,333
1745749185251,332
1745749185259,330
1745749185263,327
1745749185268,323
1745749185272,323
1745749185280,330
1745749185284,337
1745749185288,345
1745749185296,350
1745749185300,353
1745749185304,352
1745749185308,347
1745749185317,345
1745749185321,345
1745749185325,342
1745749185329,335
1745749185337,329
1745749185341,329
1745749185345,333
1745749185353,334
1745749185358,334
1745749185362,333
1745749185366,332
1745749185374,332
1745749185378,330
1745749185382,320
1745749185386,302
1745749185394,295
1745749185399,321
1745749185403,387
1745749185407,470
1745749185415,549
1745749185419,556
1745749185423,460
1745749185431,361
1745749185435,336
1745749185440,361
1745749185444,378
1745749185452,365
1745749185456,345
1745749185460,337
1745749185464,338
1745749185472,340
1745749185476,340
1745749185480,340
1745749185490,342
1745749185493,345
1745749185497,344
1745749185501,346
1745749185509,347
1745749185513,348
1745749185517,349
1745749185521,352
1745749185530,353
1745749185534,354
1745749185538,354
1745749185546,357
1745749185550,359
1745749185554,360
1745749185558,360
1745749185566,362
1745749185571,364
1745749185575,365
1745749185579,365
1745749185587,368
1745749185591,373
1745749185595,376
1745749185603,380
1745749185607,384
1745749185612,388
1745749185616,392
1745749185624,396
1745749185628,398
1745749185632,400
1745749185636,401
1745749185645,400
1745749185648,399
1745749185652,398
1745749185657,393
1745749185665,385
1745749185669,379
1745749185673,373
1745749185681,367
1745749185685,363
1745749185689,360
1745749185693,357
1745749185702,354
1745749185706,352
1745749185710,349
1745749185714,349
1745749185722,350
1745749185726,351
1745749185730,351
1745749185739,351
1745749185743,350
1745749185747,349
1745749185751,348
1745749185759,349
1745749185763,349
1745749185767,349
1745749185771,348
1745749185779,346
1745749185784,346
1745749185788,346
1745749185796,348
1745749185800,351
1745749185804,351
1745749185808,349
1745749185816,349
1745749185820,350
1745749185825,351
1745749185829,351
1745749185837,350
1745749185841,348
1745749185845,348
1745749185853,348
1745749185857,350
1745749185861,351
1745749185866,352
1745749185874,352
1745749185878,352
1745749185882,352
1745749185886,352
1745749185894,351
1745749185898,350
1745749185902,350
1745749185910,350
1745749185915,348
1745749185919,346
1745749185923,348
1745749185931,348
1745749185935,349
1745749185939,349
1745749185943,346
1745749185951,344
1745749185956,345
1745749185960,345
1745749185964,346
1745749185972,345
1745749185976,343
1745749185980,344
1745749185988,345
1745749185992,344
1745749185997,343
1745749186001,343
1745749186009,343
1745749186013,342
1745749186017,340
1745749186021,337
1745749186029,337
1745749186033,337
1745749186037,339
1745749186046,343
1745749186050,347
1745749186054,354
1745749186058,359
1745749186066,362
1745749186070,362
1745749186074,360
1745749186079,357
1745749186087,355
1745749186091,352
1745749186095,344
1745749186103,337
1745749186107,336
1745749186111,340
1745749186115,342
1745749186124,340
1745749186128,338
1745749186133,338
1745749186136,340
1745749186144,338
1745749186148,330
1745749186152,314
1745749186160,300
1745749186165,312
1745749186169,366
1745749186173,445
1745749186182,523
1745749186185,557
1745749186189,478
1745749186193,367
1745749186201,323
1745749186205,344
1745749186210,366
1745749186214,359
1745749186222,339
1745749186226,329
1745749186230,330
1745749186238,331
1745749186242,330
1745749186246,329
1745749186250,330
1745749186259,330
1745749186263,331
1745749186267,333
1745749186271,335
1745749186279,335
1745749186283,334
1745749186287,334
1745749186296,335
1745749186300,336
1745749186304,338
1745749186308,338
1745749186316,338
1745749186320,338
1745749186324,337
1745749186328,337
1745749186337,338
1745749186341,340
1745749186345,340
1745749186353,340
1745749186357,342
1745749186361,346
1745749186365,349
1745749186373,352
1745749186377,356
1745749186382,360
1745749186386,363
1745749186394,365
1745749186398,365
1745749186402,365
1745749186410,365
1745749186414,366
1745749186418,363
1745749186422,356
1745749186431,346
1745749186435,337
1745749186439,330
1745749186443,324
1745749186451,320
1745749186455,316
1745749186459,313
1745749186468,311
1745749186472,309
1745749186476,308
1745749186480,307
1745749186488,306
1745749186492,306
1745749186496,305
1745749186500,305
1745749186508,307
1745749186513,305
1745749186517,305
1745749186521,306
1745749186529,305
1745749186533,304
1745749186537,304
1745749186545,306
1745749186549,307
1745749186554,307
1745749186558,307
1745749186566,308
1745749186570,309
1745749186574,310
1745749186578,310
1745749186587,311
1745749186590,312
1745749186595,313
1745749186603,314
1745749186607,314
1745749186611,315
1745749186615,316
1745749186623,315
1745749186627,314
1745749186632,313
1745749186636,314
1745749186644,316
1745749186648,315
1745749186652,314
1745749186660,314
1745749186664,313
1745749186668,314
1745749186672,315
1745749186681,314
1745749186685,315
1745749186689,315
1745749186693,314
1745749186701,314
1745749186705,315
1745749186710,316
1745749186718,315
1745749186722,316
1745749186726,315
1745749186730,314
1745749186738,314
1745749186742,314
1745749186746,311
1745749186750,310
1745749186759,307
1745749186763,309
1745749186767,314
1745749186775,320
1745749186779,328
1745749186783,334
1745749186787,335
1745749186796,334
1745749186800,331
1745749186804,328
1745749186808,327
1745749186816,324
1745749186820,318
1745749186824,313
1745749186828,312
1745749186836,313
1745749186840,314
1745749186844,316
1745749186853,315
1745749186857,310
1745749186861,309
1745749186865,310
1745749186873,303
1745749186877,284
1745749186881,280
1745749186885,305
1745749186894,368
1745749186898,445
1745749186902,518
1745749186910,513
1745749186914,405
1745749186918,310
1745749186923,297
1745749186930,329
1745749186935,345
1745749186939,331
1745749186943,311
1745749186951,306
1745749186955,308
1745749186959,310
1745749186967,310
1745749186971,309
1745749186976,310
1745749186980,312
1745749186988,313
1745749186992,313
1745749186996,313
1745749187000,316
1745749187009,316
1745749187013,314
1745749187017,316
1745749187025,320
1745749187029,320
1745749187033,319
1745749187037,319
1745749187045,321
1745749187049,322
1745749187053,324
1745749187057,327
1745749187066,328
1745749187070,328
1745749187074,330
1745749187078,336
1745749187086,341
1745749187090,346
1745749187094,350
1745749187103,352
1745749187107,355
1745749187111,359
1745749187115,361
1745749187123,362
1745749187127,362
1745749187131,363
1745749187135,361
1745749187144,355
1745749187147,347
1745749187152,339
1745749187160,332
1745749187164,327
1745749187168,322
1745749187172,317
1745749187180,313
1745749187185,311
1745749187189,312
1745749187193,312
1745749187201,311
1745749187205,311
1745749187209,310
1745749187217,310
1745749187221,309
1745749187226,308
1745749187230,308
1745749187238,307
1745749187242,309
1745749187246,311
1745749187250,312
1745749187258,311
1745749187263,312
1745749187267,312
1745749187275,313
1745749187279,314
1745749187283,316
1745749187287,317
1745749187295,316
1745749187299,317
1745749187303,317
1745749187308,316
1745749187316,317
1745749187320,319
1745749187324,320
1745749187332,321
1745749187336,322
1745749187341,321
1745749187344,319
1745749187353,320
1745749187357,323
1745749187361,323
1745749187365,323
1745749187373,322
1745749187377,322
1745749187381,323
1745749187385,323
1745749187393,325
1745749187397,325
1745749187402,324
1745749187410,322
1745749187414,321
1745749187418,321
1745749187422,324
1745749187430,326
1745749187435,325
1745749187438,323
1745749187443,325
1745749187451,326
1745749187455,327
1745749187459,326
1745749187467,324
1745749187471,322
1745749187475,318
1745749187479,317
1745749187488,325
1745749187492,331
1745749187496,336
1745749187500,344
1745749187508,347
1745749187512,347
1745749187516,344
1745749187525,343
1745749187529,343
1745749187533,341
1745749187537,334
1745749187545,328
1745749187549,325
1745749187553,325
1745749187557,325
1745749187565,325
1745749187570,324
1745749187574,321
1745749187582,321
1745749187586,322
1745749187590,317
1745749187594,302
1745749187602,287
1745749187607,293
1745749187611,336
1745749187615,412
1745749187623,494
1745749187627,551
1745749187631,499
1745749187639,386
1745749187643,321
1745749187647,329
1745749187652,355
1745749187660,357
1745749187664,336
1745749187668,321
1745749187672,319
1745749187680,321
1745749187684,321
1745749187688,319
1745749187693,319
1745749187700,321
1745749187705,323
1745749187709,323
1745749187717,321
1745749187721,322
1745749187725,323
1745749187729,328
1745749187738,330
1745749187741,330
1745749187746,329
1745749187750,328
1745749187758,329
1745749187762,330
1745749187766,330
1745749187774,332
1745749187778,335
1745749187782,338
1745749187787,339
1745749187795,342
1745749187799,342
1745749187803,344
1745749187807,349
1745749187815,354
1745749187820,358
1745749187823,361
1745749187832,366
1745749187836,368
1745749187840,370
1745749187844,372
1745749187852,373
1745749187856,372
1745749187860,370
1745749187865,364
1745749187873,358
1745749187877,350
1745749187881,343
1745749187889,337
1745749187893,332
1745749187897,330
1745749187901,328
1745749187910,327
1745749187913,326
1745749187918,325
1745749187922,323
1745749187930,323
1745749187934,325
1745749187938,323
1745749187942,323
1745749187950,323
1745749187955,322
1745749187959,322
1745749187967,321
1745749187971,322
1745749187975,321
1745749187979,320
1745749187988,322
1745749187992,322
1745749187995,321
1745749188000,322
1745749188008,322
1745749188012,321
1745749188016,323
1745749188024,325
1745749188028,325
1745749188032,323
1745749188037,325
1745749188045,328
1745749188049,327
1745749188053,326
1745749188057,326
1745749188065,327
1745749188069,328
1745749188073,330
1745749188082,329
1745749188086,328
1745749188090,326
1745749188094,327
1745749188102,328
1745749188106,329
1745749188110,330
1745749188114,330
1745749188122,331
1745749188126,329
1745749188131,328
1745749188139,330
1745749188143,332
1745749188147,330
1745749188151,327
1745749188159,324
1745749188163,320
1745749188167,323
1745749188171,331
1745749188180,336
1745749188184,343
1745749188188,349
1745749188196,351
1745749188201,352
1745749188205,350
1745749188209,346
1745749188217,343
1745749188221,339
1745749188225,333
1745749188229,329
